status,title,company,location,date,blurb,tags,link,id,provider,query,locale,wage,remoteness,state_zip,state,city,job_level
NEW,data scientist/ statistical analysis,NLB Technology Services,"Elk Grove, CA 95624",10/5/2024,"Use SQL to manipulate and model data. Our goal is to add people to the team who have experience with formal data analysis, which generally entails probabilistic and statistical modeling, experimental…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=6d22a4210ef2965b,IndeedScraperUSAEng_6d22a4210ef2965b,IndeedScraperUSAEng,Data,USA_ENGLISH,$118669 - $130355 yearly,UNKNOWN, CA 95624,CA,Elk Grove,Mid-Level
NEW,data scientist,Chubb,"Jersey City, NJ",10/3/2024,"Basic understanding of data mining, predictive modeling, and data visualization. Ability to synthesize data, to uncover inherent trends in data, to assess impact of data on business usage, and to make…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=54c2e221bdd5b005,IndeedScraperUSAEng_54c2e221bdd5b005,IndeedScraperUSAEng,Data,USA_ENGLISH,$65500 - $108000 yearly,UNKNOWN, NJ,NJ,Jersey City,Entry-Level
NEW,mes data administrator,bioMerieux SA,"Philadelphia, PA 19104",10/3/2024,"Creates, configures, and updates product workflows, specifications, and data collections in MES for new product introductions or major process changes.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=130f9e163c91ef28,IndeedScraperUSAEng_130f9e163c91ef28,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, PA 19104,PA,Philadelphia,Entry-Level
NEW,sports data operator - baseball/softball (ca - bay area),Realplay,"San Francisco, CA 94103",10/5/2024,"Realplay delivers video of every swing, pitch, and defensive play that any player makes on a baseball or softball field. Our Sports Data Operators will be tasked with:","Job types: Part-time
Job types cc: Part-time",https://www.indeed.com/m/viewjob?jk=7227d21a59d19098,IndeedScraperUSAEng_7227d21a59d19098,IndeedScraperUSAEng,Data,USA_ENGLISH,$15 - $18.5 hourly,UNKNOWN, CA 94103,CA,San Francisco,Entry-Level
NEW,databricks data architect,Accenture,"Raleigh, NC 27609",10/5/2024,"You will be part of a highly collaborative and growing network of technology and data experts, who are taking on today’s biggest, most complex business challenges using the latest data and analytics…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=30695e8fb0c93c91,IndeedScraperUSAEng_30695e8fb0c93c91,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NC 27609,NC,Raleigh,Mid-Level
NEW,s/4 hana consultant - sd and cs modules,NTT DATA,"Irving, TX 75039",11/12/2024,"Proficiency in integrating SAP with third-party systems and interfaces, ensuring seamless data flow and communication. EDI/IDOC: Working knowledge of Electronic Data Interchange (EDI) and Intermediate…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=157f8837b446749e,IndeedScraperUSAEng_157f8837b446749e,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75039,TX,Irving,Entry-Level
NEW,data scientist and machine learning,Zettalogix,"Iselin, NJ 08830",10/9/2024,"8 years of Rich and hands on experience with handling of large amount of bigdata using AI/ML Capability with deep learning, Azure ML skills, Python/PySpark/Data Bricks, Cognitive about Data Science…",,https://www.indeed.com/m/viewjob?jk=b2214f2cc23d5729,IndeedScraperUSAEng_b2214f2cc23d5729,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NJ 08830,NJ,Iselin,Mid-Level
NEW,microsoft data architect,Sonsoft Inc,"San Francisco, CA",10/5/2024,"At least 11 years of experience in technology consulting, enterprise and solutions architecture and architectural frameworks. Familiar with tools like SSMA, MAP, DMA.","Job types: Full-time
Job types cc: Permanent, Full-time",https://www.indeed.com/m/viewjob?jk=046cebf9edf2228a,IndeedScraperUSAEng_046cebf9edf2228a,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA,CA,San Francisco,Mid-Level
NEW,data scientist,Decision Six,"Newtown Square, PA 19073",10/9/2024,"Job Description: Design, develop, and implement data science solutions utilizing Python, R, Machine learning, and Statistical analysis, Big data technologies, SQL, and data visualization tools, cloud…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=bb004e5fd259eb98,IndeedScraperUSAEng_bb004e5fd259eb98,IndeedScraperUSAEng,Data,USA_ENGLISH,$136011 - $136011 yearly,UNKNOWN, PA 19073,PA,Newtown Square,Mid-Level
NEW,data scientist,Intuitive Surgical,"Sunnyvale, CA",10/29/2024,"Develop and maintain data models, databases, and data warehouses to ensure efficient data storage and accessibility. Assist in the implementation and maintenance of data governance and data quality…","Shifts: Day shift
Schedules: Day shift",https://www.indeed.com/m/viewjob?jk=c8bf11a7546d6bef,IndeedScraperUSAEng_c8bf11a7546d6bef,IndeedScraperUSAEng,Data,USA_ENGLISH,$100600 - $160100 yearly,UNKNOWN, CA,CA,Sunnyvale,Mid-Level
NEW,lecturer of data science,University of North Texas,"Denton, TX 76203",10/25/2024,"Experience in using Python and alternative data analysis languages such as R is required. We are seeking excellent candidates with interests in a wide range of topics within the mathematical,…","Job types: Full-time
Job types cc: Full-time, Non-tenure",https://www.indeed.com/m/viewjob?jk=8fba986a8ca4e4fe,IndeedScraperUSAEng_8fba986a8ca4e4fe,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 76203,TX,Denton,Mid-Level
NEW,part time data processor,Trintech,"Plano, TX 75024",11/13/2024,"Daily data retrieval and processing of data for customers. Properly identify and resolve data related problems to include out-of-balance bank statements, invalid data mappings, and ensuring delivery…","Job types: Part-time
Remote: Hybrid work
Benefits: Continuing education credits, 401(k) matching, Pet insurance
Job types cc: Part-time",https://www.indeed.com/m/viewjob?jk=2559d33f5dd9782a,IndeedScraperUSAEng_2559d33f5dd9782a,IndeedScraperUSAEng,Data,USA_ENGLISH,,TEMPORARILY_REMOTE, TX 75024,TX,Plano,Entry-Level
NEW,informatica dev with snaplogic and nosql db,CEDENT,"Dallas, TX",10/10/2024,"4+ years of experience with Informatica. 2+ years of experience with Snaplogic. 2+ years of experience with any NoSQL databases such as Aerospike , Oracle NoSQL,. 2 years of experience with Snaplogic.","Job types: Contract
Job types cc: Contract",https://www.indeed.com/m/viewjob?jk=533e62f5db3363c8,IndeedScraperUSAEng_533e62f5db3363c8,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Dallas,Mid-Level
NEW,mongo db consultant,Zenith Services,"Dallas, TX",10/3/2024,"MongoDB; Terraform; CI/CD (Jenkins/Harness); Python/Shell scripting, API design & integration; Kubernetes (GKE/AKS/TKGI); Security practices (cert management, vaulting); automated testing & test…",,https://www.indeed.com/m/viewjob?jk=4d05c012d8ba2758,IndeedScraperUSAEng_4d05c012d8ba2758,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Dallas,Entry-Level
NEW,oracle database administrator,zenconit,"Plano, TX 75023",10/30/2024,The Database Administrator will work closely with development teams to ensure data integrity and availability while implementing best practices for database management.,"Job types: Full-time
Benefits: Health insurance, Dental insurance, Paid time off
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=0aa487f12172d8c1,IndeedScraperUSAEng_0aa487f12172d8c1,IndeedScraperUSAEng,Data,USA_ENGLISH,$70000 - $80000 yearly,UNKNOWN, TX 75023,TX,Plano,Entry-Level
NEW,mdm cloud data architect,Publicis Sapient,"Irving, TX 75039",11/14/2024,"Company Description Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally-enabled state, both in the way they work and the way they…","Job types: Full-time
Benefits: Paid holidays, Tuition reimbursement, Parental leave
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=8780bab4384e1110,IndeedScraperUSAEng_8780bab4384e1110,IndeedScraperUSAEng,Data,USA_ENGLISH,$111000 - $203000 yearly,UNKNOWN, TX 75039,TX,Irving,Mid-Level
NEW,security officer data center,Allied Universal®,"Lewisville, TX 75067",11/4/2024,"We offer medical, dental and vision coverage, life insurance, retirement plan, employee assistance programs, company discounts, perks and more for most full-time positions!","Job types: Full-time
Benefits: Paid training, Health insurance, Dental insurance, 401(k), Employee assistance program, Vision insurance, Employee discount, Opportunities for advancement, Life insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=467bb430ada9bcd4,IndeedScraperUSAEng_467bb430ada9bcd4,IndeedScraperUSAEng,Data,USA_ENGLISH,$25 - $25 hourly,UNKNOWN, TX 75067,TX,Lewisville,Entry-Level
NEW,architect | data centers,Corgan,"Dallas, TX 75202",10/4/2024,Assisting on full life cycle projects. Generating creative design solutions within the functional parameters of a project. Translating concepts and information into images.,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=c1991303e457cc06,IndeedScraperUSAEng_c1991303e457cc06,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75202,TX,Dallas,Mid-Level
NEW,"registrar, trauma/data - brooklyn",NYU Langone Health,"Brooklyn, NY 11220",11/8/2024,Export data on a predetermined schedule to designated State and Regional agencies. Collection abstraction and input of data into the Trauma Registry as per facility regional and state guidelines.,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=b12ea951710741c6,IndeedScraperUSAEng_b12ea951710741c6,IndeedScraperUSAEng,Data,USA_ENGLISH,$50219.83 - $71656 yearly,UNKNOWN, NY 11220,NY,Brooklyn,Entry-Level
NEW,healthcare outcomes data scientist,HireIO,"Mountain View, CA",10/22/2024,"Responsibilities: Write python code or SQL queries to work with large health related data sets such as eligibility, labs, medical and prescription drug claims data.",,https://www.indeed.com/m/viewjob?jk=e00162f1e7ebf9f4,IndeedScraperUSAEng_e00162f1e7ebf9f4,IndeedScraperUSAEng,Data,USA_ENGLISH,$100000 - $100000 yearly,UNKNOWN, CA,CA,Mountain View,Entry-Level
NEW,data scientist(ts/sci ),Business Integra Inc,"Fort Liberty, NC 28307",10/22/2024,Thoroughly clean data to discard irrelevant information and prepare the data for preprocessing and modeling. Perform exploratory data analysis (EDA) to determine how to handle missing data and to look…,"Job types: Contract
Shifts: 10 hour shift
Job types cc: Contract
Schedules: 10 hour shift",https://www.indeed.com/m/viewjob?jk=31d642e60731c8f2,IndeedScraperUSAEng_31d642e60731c8f2,IndeedScraperUSAEng,Data,USA_ENGLISH,$50 - $60 hourly,UNKNOWN, NC 28307,NC,Fort Liberty,Mid-Level
NEW,remote coding (swift) expertise for ai training - tier 2,Outlier,"Greensboro, NC",10/9/2024,"We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. Projects typically include discrete, highly variable problems that involve…","Job types: Contract
Remote: Remote
Job types cc: Contract, Freelance
Schedules: Overtime",https://www.indeed.com/m/viewjob?jk=84164c2c2d0c4b2d,IndeedScraperUSAEng_84164c2c2d0c4b2d,IndeedScraperUSAEng,Data,USA_ENGLISH,$30 - $30 hourly,FULLY_REMOTE, NC,NC,Greensboro,Entry-Level
NEW,data scientist - data cycling center,TikTok,"San Jose, CA",10/5/2024,Understand the data curation process and model evaluation criteria when developing AIGC models. Understand how data plays a crucial role in terms of model quality and model iteration.,"Benefits: Paid parental leave, Health savings account, AD&D insurance, Paid holidays, Disability insurance, Health insurance, Dental insurance, Flexible spending account, RSU, Paid time off, Parental leave, Employee assistance program, Vision insurance, 401(k) matching, Paid sick time",https://www.indeed.com/m/viewjob?jk=bee78b80df921398,IndeedScraperUSAEng_bee78b80df921398,IndeedScraperUSAEng,Data,USA_ENGLISH,$114000 - $200000 yearly,UNKNOWN, CA,CA,San Jose,Mid-Level
NEW,ai scientist,Salesforce,"Palo Alto, CA",11/1/2024,This means you will work on how to best utilize frontier foundational models for real-world use cases - including exploring innovative approaches to agent systems and taking on the complex challenge…,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=0785221b4bed74ac,IndeedScraperUSAEng_0785221b4bed74ac,IndeedScraperUSAEng,Data,USA_ENGLISH,$192900 - $265200 yearly,UNKNOWN, CA,CA,Palo Alto,Senior-Level
NEW,document prep,Starpoint Global Services,"Siler City, NC 27344",10/22/2024,Starpoint Inc is searching for weekday help in our document imaging department. Hours are 8am-4pm Monday through Friday. Please apply in person at 1311 North 2nd Ave Siler City NC. No phone calls…,"Job types: Full-time
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=1d062c2b75df58c9,IndeedScraperUSAEng_1d062c2b75df58c9,IndeedScraperUSAEng,Data,USA_ENGLISH,$10 - $10 hourly,UNKNOWN, NC 27344,NC,Siler City,Entry-Level
NEW,pricing integrity agent,RetailData LLC,"Winston-Salem, NC",11/12/2024,Flexible when you go in and collect the work! We provide detailed training to ensure you will achieve maximum efficiency in each store you will collect. Make a guaranteed hourly minimum!,"Job types: Part-time
Benefits: Mileage reimbursement, 401(k) matching, Flexible schedule, Referral program, Pet insurance
Job types cc: Part-time
Schedules: Choose your own hours",https://www.indeed.com/m/viewjob?jk=2f9327a20730351f,IndeedScraperUSAEng_2f9327a20730351f,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NC,NC,Winston-Salem,Entry-Level
NEW,data modeler,Integration Developer Network LLC,"Dallas, TX 75201",10/7/2024,"Proficiency in designing data models for hybrid cloud data warehouses and data lakes. Knowledge of modern data platforms covering data lakes, data warehouses, and semantic layers.","Job types: Contract
Shifts: 8 hour shift
Job types cc: Contract
Schedules: 8 hour shift",https://www.indeed.com/m/viewjob?jk=869575bd74fdb041,IndeedScraperUSAEng_869575bd74fdb041,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75201,TX,Dallas,Entry-Level
NEW,data scientist,Gartner,"Irving, TX 75039",11/8/2024,"Your expertise in mathematical skills, advanced NLP & ML knowledge, and data modeling will be instrumental in transforming complex data into actionable solutions.","Remote: Hybrid work
Benefits: Employee stock purchase plan, Health insurance, Dental insurance, Tuition reimbursement, Paid time off, Parental leave, Employee assistance program, Vision insurance, 401(k) matching",https://www.indeed.com/m/viewjob?jk=8e248bde1723fbbe,IndeedScraperUSAEng_8e248bde1723fbbe,IndeedScraperUSAEng,Data,USA_ENGLISH,$96000 - $130500 yearly,TEMPORARILY_REMOTE, TX 75039,TX,Irving,Mid-Level
NEW,data scientist (aws cloud),Selectmindsllc.,"Dallas, TX 75235",10/22/2024,"Data Scientist (AWS Cloud) Dallas, TX - Hybrid ( 3-days a Week @ office ) Inperson Interview Are you a data expert with a passion for AI/ML and cloud technologies? We are looking for a…","Job types: Contract
Job types cc: Contract
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=fb322e17ee993581,IndeedScraperUSAEng_fb322e17ee993581,IndeedScraperUSAEng,Data,USA_ENGLISH,$60 - $65 hourly,UNKNOWN, TX 75235,TX,Dallas,Mid-Level
NEW,enterprise integration and data architect,KPMG,"Richardson, TX",11/1/2024,"Facilitate meaningful organizational change by researching data and integration technologies and defining technical strategies across portfolios; supporting an ability to reduce costs, increase…","Remote: Remote
Benefits: Disability insurance, Health insurance, Dental insurance, 401(k), Vision insurance, Life insurance",https://www.indeed.com/m/viewjob?jk=a52479eba7b187af,IndeedScraperUSAEng_a52479eba7b187af,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, TX,TX,Richardson,Mid-Level
NEW,"business intelligence data architect - research, assessment & data (2024-25)",Oakland Unified School District,"Oakland, CA 94607",10/3/2024,"Automate data processes that will feed data into our data dashboards. Understand and translate raw business requirement and data reporting needs into data modelling, data strategy and data integration…","Job types: Full-time
Shifts: 8 hour shift
Job types cc: Full-time
Schedules: 8 hour shift",https://www.indeed.com/m/viewjob?jk=f158e96ac1deef24,IndeedScraperUSAEng_f158e96ac1deef24,IndeedScraperUSAEng,Data,USA_ENGLISH,$51.74 - $69.34 hourly,UNKNOWN, CA 94607,CA,Oakland,Mid-Level
NEW,connected tv data scientist,Google,"San Bruno, CA",11/14/2024,"Use custom data infrastructure or existing data models as appropriate, using specialized knowledge. Format, re-structure, validate data to ensure quality, and review the dataset to ensure it is ready…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=1976e2d502f64e7c,IndeedScraperUSAEng_1976e2d502f64e7c,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA,CA,San Bruno,Mid-Level
NEW,data protection incident responder - usds - ny,TikTok,"New York, NY",11/8/2024,"This role requires the ability to work with and support systems designed to protect sensitive data and information. This position requires the ability to work well under pressure, act quickly, bring…","Remote: Hybrid work
Benefits: Paid parental leave, Health savings account, AD&D insurance, Paid holidays, Disability insurance, Health insurance, Dental insurance, Flexible spending account, RSU, Paid time off, Parental leave, Employee assistance program, Vision insurance, 401(k) matching, Paid sick time",https://www.indeed.com/m/viewjob?jk=8250cf9e4c3d2abe,IndeedScraperUSAEng_8250cf9e4c3d2abe,IndeedScraperUSAEng,Data,USA_ENGLISH,$118800 - $196000 yearly,TEMPORARILY_REMOTE, NY,NY,New York,Mid-Level
NEW,data science r&d ai consultant,ZS Associates,"South San Francisco, CA",10/5/2024,"Apply problem solving, data, delivery, functional and technology expertise to develop AI & data science solutions for problems across the life sciences R&D lifecycle.","Benefits: Internal mobility program, Work from home",https://www.indeed.com/m/viewjob?jk=7ce1e9e7e9d783f3,IndeedScraperUSAEng_7ce1e9e7e9d783f3,IndeedScraperUSAEng,Data,USA_ENGLISH,$165000 - $174405 yearly,UNKNOWN, CA,CA,South San Francisco,Entry-Level
NEW,generative ai data scientist,Deloitte,"Dallas, TX",10/7/2024,"Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights leveraging cloud-based platforms.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=b313865b4aecaccb,IndeedScraperUSAEng_b313865b4aecaccb,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Dallas,Mid-Level
NEW,enterprise integration and data architect,KPMG,"Fort Worth, TX",11/1/2024,"Facilitate meaningful organizational change by researching data and integration technologies and defining technical strategies across portfolios; supporting an ability to reduce costs, increase…","Remote: Remote
Benefits: Disability insurance, Health insurance, Dental insurance, 401(k), Vision insurance, Life insurance",https://www.indeed.com/m/viewjob?jk=c1a4f9fa0823240c,IndeedScraperUSAEng_c1a4f9fa0823240c,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, TX,TX,Fort Worth,Mid-Level
NEW,remote coding expertise for ai training - tier 2,Outlier,"Greensboro, NC",10/9/2024,"We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. Projects typically include discrete, highly variable problems that involve…","Job types: Contract
Remote: Remote
Job types cc: Contract, Freelance
Schedules: Overtime",https://www.indeed.com/m/viewjob?jk=7d4a8000e869eb42,IndeedScraperUSAEng_7d4a8000e869eb42,IndeedScraperUSAEng,Data,USA_ENGLISH,$30 - $30 hourly,FULLY_REMOTE, NC,NC,Greensboro,Entry-Level
NEW,ai mathematics trainer & evaluator,Outlier,"Greensboro, NC",10/11/2024,Outlier is looking for talented Math Experts to help train generative artificial intelligence models. Crafting and answering questions related to Math. Experience working as a Math professional.,"Job types: Contract
Job types cc: Contract, Freelance
Schedules: Overtime",https://www.indeed.com/m/viewjob?jk=b1d45040c99d9e5d,IndeedScraperUSAEng_b1d45040c99d9e5d,IndeedScraperUSAEng,Data,USA_ENGLISH,$30 - $50 hourly,UNKNOWN, NC,NC,Greensboro,Mid-Level
NEW,"data scientist, aws global services capacity planning","Amazon Web Services, Inc.","Dallas, TX",10/5/2024,"2+ years of data scientist experience. Experience in a ML or data scientist role with a large technology company. 3+ years of machine learning/statistical modeling data analysis tools and techniques,…","Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=005fbc5fe1f913ad,IndeedScraperUSAEng_005fbc5fe1f913ad,IndeedScraperUSAEng,Data,USA_ENGLISH,$125500 - $212800 yearly,TEMPORARILY_REMOTE, TX,TX,Dallas,Senior-Level
NEW,data scientist,GSR Business Services,"Oakland, CA",11/2/2024,"Documents and presents data science experiments and findings clearly to other data scientists and business stakeholders. Ability to develop, coach and teach career level data scientists in data…","Job types: Contract
Shifts: 8 hour shift
Remote: Remote
Job types cc: Contract
Schedules: 8 hour shift",https://www.indeed.com/m/viewjob?jk=1fb4d3af89ce391a,IndeedScraperUSAEng_1fb4d3af89ce391a,IndeedScraperUSAEng,Data,USA_ENGLISH,$70 - $80 hourly,FULLY_REMOTE, CA,CA,Oakland,Mid-Level
NEW,payroll data / processing clerk 1199 h3930,BronxCare Health System,"Bronx, NY 10456",10/9/2024,"2-Filing of personal data status forms, voluntary deductions. Inputs data from time sheets, production records, or individual time cards to computerized payroll system. High School or GED required.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=ef2c2ac365bdf2ba,IndeedScraperUSAEng_ef2c2ac365bdf2ba,IndeedScraperUSAEng,Data,USA_ENGLISH,$27.45 - $28.03 hourly,UNKNOWN, NY 10456,NY,Bronx,Entry-Level
NEW,data clerk - high school,Arlington Independent School District,"Arlington, TX 76013",10/18/2024,Primary Purpose: To maintain student records and schedules and to handle all mainframe computer needs for counselors. Qualifications: High school diploma or equivalent from an accredited…,,https://www.indeed.com/m/viewjob?jk=eb96444303e834c2,IndeedScraperUSAEng_eb96444303e834c2,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 76013,TX,Arlington,Entry-Level
NEW,"data scientist, ecommerce - usds",TikTok,"Mountain View, CA 94041",10/5/2024,"Develop data pipelines and dashboards to enhance data infrastructure. Apply technical expertise with quantitative analysis, experimentation, data mining, and the presentation of data to develop…","Remote: Hybrid work
Benefits: Paid parental leave, Health savings account, AD&D insurance, Paid holidays, Disability insurance, Health insurance, Dental insurance, Flexible spending account, RSU, Paid time off, Parental leave, Employee assistance program, Vision insurance, 401(k) matching, Paid sick time",https://www.indeed.com/m/viewjob?jk=0e1b5ff8d79fe990,IndeedScraperUSAEng_0e1b5ff8d79fe990,IndeedScraperUSAEng,Data,USA_ENGLISH,$144000 - $240000 yearly,TEMPORARILY_REMOTE, CA 94041,CA,Mountain View,Mid-Level
NEW,oracle database admin,Hudson Manpower,"Dallas, TX",10/8/2024,HUGE PLUS if they have hospital or healthcare company experience because they will be working with patient data and healthcare systems on ORACLE databases. EST or CST time zone only!,"Job types: Full-time
Remote: Remote
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=4d3a5071d9ddfdfb,IndeedScraperUSAEng_4d3a5071d9ddfdfb,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, TX,TX,Dallas,Mid-Level
NEW,subject matter expert - joint interoperability and data links,Ops Tech Alliance,"Fayetteville, NC",10/3/2024,"Provide guidance on the operation, integration, and security of military communication and data link systems. Tactical Data Links (TDLs):: Expertise in multi-TDL operations, including Link 16, Link 11…","Job types: Full-time
Benefits: Health insurance, Dental insurance, Tuition reimbursement, Paid time off, Vision insurance, Life insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=a8fa8659ceb7d537,IndeedScraperUSAEng_a8fa8659ceb7d537,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NC,NC,Fayetteville,Entry-Level
NEW,accounting and donor data clerk,Catholic Charities of Fairfield County,"Bridgeport, CT 06606",10/8/2024,"As the Accounting and Donor Data Clerk, you will play a crucial role in ensuring accurate and timely processing of donations and other financial transactions.","Job types: Full-time
Benefits: Health insurance, Dental insurance, 401(k), Flexible spending account, Paid time off, Employee assistance program, Vision insurance, Flexible schedule, Life insurance, Retirement plan
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=b0a363829a478ad5,IndeedScraperUSAEng_b0a363829a478ad5,IndeedScraperUSAEng,Data,USA_ENGLISH,$25 - $27 hourly,UNKNOWN, CT 06606,CT,Bridgeport,Entry-Level
NEW,databricks data architect,Accenture,"San Francisco, CA",10/6/2024,"You will be part of a highly collaborative and growing network of technology and data experts, who are taking on today’s biggest, most complex business challenges using the latest data and analytics…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=ab4811412de3f6aa,IndeedScraperUSAEng_ab4811412de3f6aa,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA,CA,San Francisco,Mid-Level
NEW,maintenance mechanic,Data Base Solutions Private Limited,"Dallas, TX 75201",11/4/2024,"Type: Full-Time Direct Hire*. Repairs, installs and performs preventive maintenance on all production equipment to ensure that such equipment is in good operable condition at all times.","Job types: Contract
Shifts: 8 hour shift, Overnight shift, Night shift, Evening shift, Day shift
Benefits: Health insurance, Dental insurance, 401(k), Flexible spending account, Employee assistance program, Vision insurance
Job types cc: Contract
Schedules: 8 hour shift, Overnight shift, Night shift, Evening shift, Day shift, Monday to Friday",https://www.indeed.com/m/viewjob?jk=1925e0d8e226162c,IndeedScraperUSAEng_1925e0d8e226162c,IndeedScraperUSAEng,Data,USA_ENGLISH,$30 - $38 hourly,UNKNOWN, TX 75201,TX,Dallas,Entry-Level
NEW,"technical advisor, data impact",Vital Strategies,"New York, NY 10005",10/3/2024,"Technical Advisor, Data Impact Are you seeking an opportunity to bring your professional expertise to a global organization focused on re-imagining public health? Vital Strategies is an…","Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=2e431466d2d489c1,IndeedScraperUSAEng_2e431466d2d489c1,IndeedScraperUSAEng,Data,USA_ENGLISH,$92000 - $102000 yearly,TEMPORARILY_REMOTE, NY 10005,NY,New York,Entry-Level
NEW,registered nurse (rn),Ana-Data Consulting Inc,"Bristol, PA 19007",11/2/2024,Shift:* Day shift (12 hrs) & Night shift (12 hrs). Job Type:* 13 weeks contract. Pay: Up to $55.00 per hour.,"Job types: Contract
Shifts: 12 hour shift, Night shift, Day shift
Job types cc: Contract
Schedules: 12 hour shift, Night shift, Day shift, 3x12",https://www.indeed.com/m/viewjob?jk=8afa508448162d04,IndeedScraperUSAEng_8afa508448162d04,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, PA 19007,PA,Bristol,Entry-Level
NEW,data scientist,MAG Aerospace,"Fort Liberty, NC 28307",10/5/2024,"Presenting information using data visualization techniques. Undertaking data collection, preprocessing and analysis. Maintains current and accurate knowledge of data storage and management best…","Job types: Full-time
Benefits: Health insurance, Tuition reimbursement, Retirement plan
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=6fedecb074edd327,IndeedScraperUSAEng_6fedecb074edd327,IndeedScraperUSAEng,Data,USA_ENGLISH,$63750 - $106250 yearly,UNKNOWN, NC 28307,NC,Fort Liberty,Entry-Level
NEW,data scientist,Hecta Data,"Irving, TX",10/29/2024,"Experience working with security data. Experience working with networking data. The “data science” tasks may include statistical analyses, knowledge discovery, data mining, machine learning, and…","Job types: Contract
Benefits: Health insurance, Dental insurance, 401(k)
Job types cc: Contract
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=3eab852aa5104656,IndeedScraperUSAEng_3eab852aa5104656,IndeedScraperUSAEng,Data,USA_ENGLISH,$65.52 - $69.3 hourly,UNKNOWN, TX,TX,Irving,Mid-Level
NEW,gen ai architect,workcog,"Dallas, TX 75204",10/25/2024,"We are seeking an experienced AI Architect with extensive hands-on experience in Machine Learning (ML), Natural Language Processing (NLP), and Generative AI (Gen AI).","Job types: Contract
Shifts: 8 hour shift
Benefits: Health insurance, Dental insurance, 401(k)
Job types cc: Contract
Schedules: 8 hour shift",https://www.indeed.com/m/viewjob?jk=5b698f93f4bdbeb2,IndeedScraperUSAEng_5b698f93f4bdbeb2,IndeedScraperUSAEng,Data,USA_ENGLISH,$114111 - $123779 yearly,UNKNOWN, TX 75204,TX,Dallas,Entry-Level
